id,prompt,text,label,model,domain
30091,NO-PROMPT,"Early voting may be offered at one location or multiple locations, and it may be available at different locations on different days. Find the contact information for your local election office at https://www.vote.org/earlyvotingcalendar/ to learn about early voting locations in your area. In some states, your early voting location will be on your voter registration card. Many states will have statewide rules for the times of day early voting can take place. Other states will allow the county boards of elections to",human,NO-MODEL,wiki
26334,NO-PROMPT,"This service may be offered for free within certain guidelines. For instance, you may only be able to have a certain number of bulky items picked up per year, or they may need to be within a certain size or weight limit. Even if it isn’t free, the service may still be available for a fee. If the service is offered in your area",human,NO-MODEL,wiki
4895,NO-PROMPT,"(4), this within 21 days of export with negative results at 1 in 10 (4)`. 4. In footnote (5) of Annex II C, Hong Kong, Japan, Macau, Malaysia (peninsula) and Singapore` is replaced by Hong Kong, Japan, Macau, Malaysia (peninsula), Singapore and Thailand`. Article 5. This Decision is addressed to the Member States. Done at Brussels, 6 October 1998.",human,NO-MODEL,legal
17936,NO-PROMPT,@iLoveNickJ4LIFE I know.. but i rlly hate cleaning ~ I had to do that with the turtle cage,human,NO-MODEL,tweets
19276,NO-PROMPT,Just got to our hotel for the night. Sooo glad to be out of the car. SC tomorroww!!,human,NO-MODEL,tweets
5190,NO-PROMPT,"Article 1. The standard import values referred to in Article 4 of Regulation (EC) No 3223/94 shall be fixed as indicated in the Annex hereto. Article 2. This Regulation shall enter into force on 23 June 2006. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 22 June 2006.",human,NO-MODEL,legal
4740,NO-PROMPT,"Article 1. For the 32nd individual invitation to tender under the standing invitation to tender provided for in Regulation (EC) No 1898/2005 Chapter II, the tendering procedure should not proceed. Article 2. This Regulation shall enter into force on 26 May 2007. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 25 May 2007.",human,NO-MODEL,legal
30792,NO-PROMPT,"If you are not already logged in, you will see the welcome screen. In the upperright corner of the Facebook home page, there will be a field for your email address. Enter the email address you used to create your Facebook account. If you dont have a Facebook account, see this guide to create one. If you have a phone number associated with your account, you can log in with it as well. You will need to enter your password that you created in order to log in. If",human,NO-MODEL,wiki
18743,NO-PROMPT,Some yound girls are letting their dog play in the water and it just chased a mommy duck with babies,human,NO-MODEL,tweets
30913,NO-PROMPT,"Dont stop using the vaginal cream if you start menstruating. The vaginal cream will still be effective; it just may be a little messier to insert. Just make sure to use sanitary pads since tampons could absorb the cream. If you miss a dose or run out of the vaginal cream before your treatment is complete, call the doctor or pharmacist for a refill. Most vaginal creams are designed to be stored at room temperature. Check the information on the box",human,NO-MODEL,wiki
3367,NO-PROMPT,Article 1. The import duties in the cereals sector referred to in Article 10(2) of Regulation (EEC) No 1766/92 shall be those fixed in Annex I to this Regulation on the basis of the information given in Annex II. Article,human,NO-MODEL,legal
7124,NO-PROMPT,"The amount of FF 547 383 456 is repaid to France in the framework of advances effected for the exercise 1992. 2. The expenditure resulting from the present Decision is to be charged to Chapter B137 of the budget. Article 3. This Decision is addressed to the Member States. Done at Brussels, 16 June 1992.",human,NO-MODEL,legal
3425,NO-PROMPT,"Article 1. The Agreement on scientific and technological cooperation between the European Community and the Tunisian Republic is hereby approved on behalf of the Community. The text of the Agreement is attached to this Decision. Article 2. The President of the Council shall, acting on behalf of the Community, give the notification provided for in Article 7 of the Agreement(2). Done at Brussels, 22 December 2003.",human,NO-MODEL,legal
29909,NO-PROMPT,"There are good and bad carbs. Bad carbs cause spikes in blood sugar. The key is choosing carbs that are high in fiber so the body absorbs them more slowly. Avoid carbs that are low in fiber. Complex carbs are far better for you than refined or processed carbs. Foods with complex carbs include green vegetables, whole grains, quinoa, oatmeal, and popcorn. Avoid white foods. Thats one of the best ways to figure out",human,NO-MODEL,wiki
6524,NO-PROMPT,"Article 1. The volume of the Community tariff quota opened by Regulation (EEC) No 3380/89 for newsprint from Canada shall be increased from 600 000 tonnes to 630 000 tonnes. Article 2. This Regulation shall enter into force on the seventh day following its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 5 November 1990.",human,NO-MODEL,legal
5958,NO-PROMPT,"HAS DECIDED AS FOLLOWS: Article 1. The Food Aid Convention, 1980, is hereby approved on behalf of the European Economic Community. Article 2. The President of the Council is hereby authorized to designate the person empowered to deposit the instrument of conclusion of the Convention with the Government of the United States of America. Done at Brussels, 7 May 1984.",human,NO-MODEL,legal
27569,NO-PROMPT,"It protects your head from injury in the event that your motorcycle goes down. For it to do its job, the helmet must fit well, while maintaining your field of vision. The best helmet for you is an individual thing. To get the desired protection, get a",human,NO-MODEL,wiki
5208,NO-PROMPT,"Within two hours of the expiry of the time limit for the submission of tenders, the Austrian intervention agency shall electronically notify the Commission of tenders received. This notification shall be made by email, using the form in Annex III. Article 13. This Regulation shall enter into force on the day of its publication in the Official Journal of the European Union. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 19 September 2005.",human,NO-MODEL,legal
27598,NO-PROMPT,"By working in small sections, you can easily cut a pixie style at home. Comb your hair and hold the ends in between your fingers vertically. Then, position your scissors at an angle so they are",human,NO-MODEL,wiki
28570,NO-PROMPT,Wait until after it rains or water the grass bed until the top 10 inches (25 cm) of soil are moist to make the bahiagrass roots easier to remove. Simply place your hand near the base of the bahiagrass and tug it out of the ground by hand. Do this before tilling the garden so as not to spread the seeds and rhizomes. Newspaper and mulch block the sunlight which would make seeds or rhizomes,human,NO-MODEL,wiki
14201,NO-PROMPT,"@theysaybecca haha,I JUST WANT HIM TO ANSWERR! I have everything Im gonna say planned out. x",human,NO-MODEL,tweets
7508,NO-PROMPT,"Of a value exceeding ECU 30 per 100 kg net weight, containing added sugar:2009 80 81 Cherry juice Other: With an added sugar content exceeding 30 % by weight: Of cherries ex 2009 80 93 With an added sugar content not exceeding 30 % by weight Of cherries Not containng added sugar: 2009 80 96 Cherry juice. Article 2. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities. It shall",human,NO-MODEL,legal
2803,NO-PROMPT,"They shall immediately inform the Commission thereof. Article 5. All expenditure incurred by the application of this Decision shall be chargeable to the consignor, the consignee or their agent. Article 6. This Decision is addressed to the Member States. Done at Brussels, 26 November 1997.",human,NO-MODEL,legal
14801,NO-PROMPT,Roller skating with the fam. Havent done this in 3 years and I forgot how fun it was,human,NO-MODEL,tweets
28059,NO-PROMPT,"They will be able to manipulate your body to help you get the relief you need. Your chiropractor may also be able to provide you with some stretches and athome exercises you can do to help relieve tension in your hips between adjustments. If your hip tension keeps coming back or if it progresses into outright pain, see your doctor. You may have a tear in the muscle or joints, or even a bone fracture. Let your doctor know about any symptoms you experience. They",human,NO-MODEL,wiki
13957,NO-PROMPT,@SDRadio not like the weather? Who wouldnt like this? Today was perfect golf weather (although Im not golfing until tomorrow) Che,human,NO-MODEL,tweets
29547,NO-PROMPT,"When you look at her, see how loving and caring she is. She has compassion for everything she sees, down to the smallest flower in the crack on the sidewalk. Wouldnt it be something if more people were like her? And above all, dont",human,NO-MODEL,wiki
3009,NO-PROMPT,"2. On the basis of these reports, the Council, acting by a qualified majority of its members representing the Governments of the Member States referred to in Article 1 of the Protocol integrating the Schengen acquis into the framework of the European Union, and with the vote of at least 10 of these members,",human,NO-MODEL,legal
25841,NO-PROMPT,"Start with a freshly washed face and apply a light foundation or tinted moisturizer all over to even out your skin tone. Dont choose heavy cakey foundations, since theyll wrinkle and crease throughout the day. Instead, stick with light coverage and a light dusting of powder. Pick a light pink or peach color, whatever will show up best on your skin tone, and apply it to the apples of your cheeks. Simply fill in your brows to accentuate your natural b",human,NO-MODEL,wiki
6450,NO-PROMPT,"Article 6. The activities referred to in Articles 2 and 3 shall be restricted to a period of five years from the date of signature of the contract referred to in Article 5. Before expiry of that period, the Council, acting by a qualified majority on a proposal from the Commission, shall decide whether the said activities should be continued or whether this Decision should be amended. Article 7. This Decision is addressed to the Member States. Done at Brussels, 25 September 1989.",human,NO-MODEL,legal
4901,NO-PROMPT,"Article 1. No action shall be taken on the tenders notified from 2 to 8 August 2002 in response to the invitation to tender for the refund for the export of barley issued in Regulation (EC) No 901/2002. Article 2. This Regulation shall enter into force on 9 August 2002. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 8 August 2002.",human,NO-MODEL,legal
2754,NO-PROMPT,"Article 1. The import duties in the cereals sector referred to in Article 10(2) of Regulation (EC) No 1784/2003 shall be those fixed in Annex I to this Regulation on the basis of the information given in Annex II. Article 2. This Regulation shall enter into force on 1 April 2005. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 31 March 2005.",human,NO-MODEL,legal
2828,NO-PROMPT,"Article 1. The vessel listed in the Annex to this Regulation is deleted from the Annex to Regulation (EEC) No 55/87. Article 2. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 30 April 1991.",human,NO-MODEL,legal
4228,NO-PROMPT,"The Commission shall inform the Member States of the outcome of the checks. 2. Articles 8 and 9 of Council Regulation (EEC) No 729/70 of 21 April 1970 on the financing of the common agricultural policy(3), as last amended by Regulation (EC) No 1287/95(4), shall apply mutatis mutandis. Article 5. This Decision is addressed to the Portuguese Republic. Done at Brussels, 21 December 1999.",human,NO-MODEL,legal
19155,NO-PROMPT,Back in the house now i get the blame for everything that happens on my street :@,human,NO-MODEL,tweets
6986,NO-PROMPT,"Article 1. The European Economic Community hereby accedes to the Protocol to the 1979 Convention on longrange transboundary air pollution concerning the control of emissions of nitrogen oxides or their transboundary fluxes. The text of the said Protocol is attached to this Decision. Article 2. The President of the Council shall deposit its instrument of accession in accordance with Article 14 of the Protocol. Done at Brussels, 17 May 1993.",human,NO-MODEL,legal
25704,NO-PROMPT,"Food lockers are typically located in parking areas near campsites. Place your food inside the locker. Make sure to secure the food locker by locking it. Place the food out of sight, like under the car seat, in a cooler, or in an airtight plastic bag underneath a blanket. Make sure all of your windows are completely closed when storing your food in the car. Do not store your food in the bed of a pickup truck, or strap it to the outside",human,NO-MODEL,wiki
3203,NO-PROMPT,"This report shall record any comments by Member States on those communications. Article 18 Regulation (EEC) No 359/79 is hereby repealed. Article 19 This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities. It shall apply from 1 January 1990. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Luxembourg, 19 June 1989.",human,NO-MODEL,legal
29577,NO-PROMPT,"If you start worrying about the publication details before you finish writing your book, you wont be able to fully focus on either task. Heres how to finish your book of poetry: Write and revise each poem in the collection multiple times. Find the best way to arrange the poems in the book. The arrangement will work best if it creates a mood or develop a theme. You dont have to arrange the poems in the order that they were written. Ask for feedback from a few reliable sources. Make sure",human,NO-MODEL,wiki
27341,NO-PROMPT,"For example, if you did something wrong, like made an inappropriate comment to a friend, you may feel embarrassed because you should not have said what you did. But if you feel embarrassed because you did something by accident, like tripping and falling in front of a large group of people, that is a different situation. Each situation requires a slightly different approach to overcome the feelings of embarrassment. If you did something wrong, you will need to apologize for your mistake. Having to apologize might",human,NO-MODEL,wiki
28184,NO-PROMPT,"Remember, practice your routine over and over and over and over. Be patient with your dancers and remain positive. Stay flexible and remain open to altering your choreography if something is not working. Don’t be afraid to accept input from others. Go through the dance slowly at first. Pick up the pace as the dancers feel more comfortable. When practicing, be enthusiastic so when it comes to the real thing, it feels natural. Make sure you and the dancers are properly war",human,NO-MODEL,wiki
16514,NO-PROMPT,"alright, its 2 30am imma call it a night, night peeeeps. Tweet ya tomorrow. i thinnk im",human,NO-MODEL,tweets
30472,NO-PROMPT,"Try to find a place where there are not a lot of people. If you kiss in school, you may get in trouble if the teachers see you doing it. Other good places to kiss are at a school dance, during a school sports event, or if you are hanging out outside of school. Just try to stay out of the open when you do it. Ask the person by saying, Hey, do you want to go and hang out alone over there? Its a lot quieter",human,NO-MODEL,wiki
30370,NO-PROMPT,"First, decide what your blog will focus on. Your blogs focus should be something you are passionate about. You want to choose something you are passionate about because you will need to create a lot of content regularly. Then, choose a blogging platform and begin blogging. Since your interest is in sports journalism, start a sports blog detailing commentary, highlights, and results from sporting events you attend. Also, fill your blog with stories and interviews you have conducted with athletes and",human,NO-MODEL,wiki
6016,NO-PROMPT,Article 1. The basic and buyingin prices for apples fixed in ecus by the Council for the 1990/91 marketing year and reduced pursuant to Article 2 of Regulation (EEC) No 784/90 shall be as set out in the Annex hereto. Article 2. This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels,human,NO-MODEL,legal
18691,NO-PROMPT,@mileycyrus IT WONT LET ME VOTE FOR YOU THE OPTION TO VOTE ISNT IN ANY OF YOUR CATEGORYS,human,NO-MODEL,tweets
15960,NO-PROMPT,"@Ecochiclife Monday was so good, especially the chanting! The paintings really inspired me",human,NO-MODEL,tweets
5575,NO-PROMPT,"Article 1. The unit values provided for in Article 173 (1) of Regulation (EEC) No 2454/93 are hereby established as set out in the table in the Annex hereto. Article 2. This Regulation shall enter into force on 7 April 1995. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 4 April 1995.",human,NO-MODEL,legal
16659,NO-PROMPT,is not happy about the weather in Norway! Thank God I work so I don`t have to worry about it!,human,NO-MODEL,tweets
30943,NO-PROMPT,"It can be very hard to hear how you’ve failed to meet your partner’s expectations – you might feel unfairly blamed, misunderstood, or attacked. However, think about the reason you and your partner are communicating in the first place. Keep in mind that your relationship shouldn’t be a powerstruggle. The fact that",human,NO-MODEL,wiki
4252,NO-PROMPT,"(ii), second sentence of the last paragraph, second indent, of Annex I to Regulation (EEC) No 2213/83 is hereby corrected as follows: Only concerns the Danish version. Article 2. This Regulation shall enter into force on the seventh day following its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 26 November 1991.",human,NO-MODEL,legal
4348,NO-PROMPT,Article 19c shall apply mutatis mutandis.’. 11. the text set out in Annex I to this Regulation shall be inserted as Annex Ia. 12. the text set out in Annex II to this Regulation shall be inserted as Annexes IV and V. Article 2. This Regulation shall enter into force on the seventh day following that of its publication in the Official Journal of the European Union. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at,human,NO-MODEL,legal
17959,NO-PROMPT,@NKOTB we here in Australia are not happy you guys have cancelled on us. Whyyyyyyyyyyyyyyy????? Dont do this,human,NO-MODEL,tweets
27066,NO-PROMPT,"While some of this weight is actual body mass, a lot of it is excess water. Once your body has rid itself of this excess water, it is normal for the rate of weight loss to slow down significantly. Track your progress and ask yourself: has my weight loss really stopped, or just slowed? Experts agree that an ideal rate for safe, lasting weight loss is one to two pounds per week, so perhaps your plateau isnt a plateau after all! Maybe you were very diligent about counting",human,NO-MODEL,wiki
19304,NO-PROMPT,Dr. Khos lawyer is among my legal heroines. I wonder what LPKs fellow humanitarian law advocates are thinking now.,human,NO-MODEL,tweets
6750,NO-PROMPT,"If by 1 October of each year less than 80 % of the tariff quota as allocated pursuant to Article 2 (1) has been used in respect of products from a specific Member State, the Spanish authorities shall include such unused portions of the initial allocation as are in excess of 20 % of the initial volume in the reserve referred to in Article 2 (2). Article 4. This Regulation shall enter into force on 1 September 1986. It shall apply with effect from 1 March 1986. This Regulation shall be binding",human,NO-MODEL,legal
18379,NO-PROMPT,very very bored. laptop keeps freezing up!! the worst part is that its my brand new laptop!!,human,NO-MODEL,tweets
3673,NO-PROMPT,"In Article 6 (2) (c) and in Article 24 (1) (c), the percentage 12 % is replaced in each case by the percentage 13 %. Article 2. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities. It shall apply with effect from 1 April 1981. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 3 April 1981.",human,NO-MODEL,legal
31370,NO-PROMPT,"If your phone was released after 2007, it is most likely Bluetoothenabled. If you’re able to see a Bluetooth menu on any of the following operating systems, you’ll be all set. If you’re using an iPhone, tap the Settings icon and look for a menu item called Bluetooth. If you see it there, your device is Bluetoothcapable. If it says off next to Bluetooth, tap it to turn it on. Android users can tap the Settings icon in the app",human,NO-MODEL,wiki
17318,NO-PROMPT,serious &quot;Cool Beans&quot; problem. I keep wanting to say it then remembering that no one in the ;real world; gets the,human,NO-MODEL,tweets
14472,NO-PROMPT,SO Fecking tired. Hotel sucks. Noisy outside and im next door to Bloody water tank need sleep!,human,NO-MODEL,tweets
18563,NO-PROMPT,I really dont feel good. Again so i guess i will have to call my doctor who still thinks my name is kristine,human,NO-MODEL,tweets
5291,NO-PROMPT,"If an administrative enquiry into entitlement to aid has been opened, payment shall not be made until entitlement has been established.`. Article 2. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities. At the request of an operator, Article 1(1) and (5) of this Regulation may be applied to aid applications and/or consignments of grape juice covered by Article 7(2) to (4) of",human,NO-MODEL,legal
31214,NO-PROMPT,Lay the foil on the sheet. It doesnt matter if you place it shinyside up or dullside up.,human,NO-MODEL,wiki
7783,NO-PROMPT,"HAS ADOPTED THIS DECISION: Article 1. The buyingin of butter by tender provided for in Article 1 (3) of Regulation (EEC) No 777/87 is hereby suspended in Belgium, France and Northern Ireland. Article 2. This Decision is addressed to the Kingdom of Belgium, The French Republic and the United Kingdom. Done at Brussels, 17 July 1991.",human,NO-MODEL,legal
15994,NO-PROMPT,@DonnieWahlberg my husband said you could be my freebie. Im in atl too so hook a girl up,human,NO-MODEL,tweets
16439,NO-PROMPT,"@Foomandoonian oh, i do believe you have delivered, what may turn out to be the best news i recieve today! awesome!",human,NO-MODEL,tweets
29504,NO-PROMPT,"Leave the cup to heat while you prepare the espresso grounds and your machine. A flat white is served in a smaller cup than a latte or cappuccino because its made with less milk. Depending on your machine, you may have to fill the water tank and heat the machine before making your espresso. Follow the manufacturers instructions and heat the machine for as long as directed. For example, you might need to pour about 40 fluid ounces (1,200 ml) of",human,NO-MODEL,wiki
26382,NO-PROMPT,"Sugar cane is strong, so a sharp cutting blade is necessary to trim the crop. A sharp knife or a hand axe is sharp enough to harvest sugar cane. However, due to their small size, they may",human,NO-MODEL,wiki
28738,NO-PROMPT,"Parents are usually busy and may not have time to hide presents well. They may have bought you tickets to a show you really wanted to go to, or bought you a voucher for a shop you really love. Think about what you want. If you want a car, it will be big, but if you want to go to have your ears pierced, they may just give you a card saying thats what you are going to do. Thinking about the size, shape, and even",human,NO-MODEL,wiki
26233,NO-PROMPT,"No joketeller wants to have to explain their joke—having to dissect your own joke makes it much less funny. Right after the joke is done being told, say, I dont get it, or That joke doesnt make sense. Jokes are meant to be funny and make you laugh, so by treating the joke as something serious, you’re ruining any hope that the joketeller had of receiving laughs. Tell the joketeller that their joke isn’t funny,",human,NO-MODEL,wiki
5461,NO-PROMPT,"The authorization granted in Article 1 shall apply in the period between 1 March and 30 April 1995. 2. The authorization shall be revoked if it is established that the conditions laid down in Article 1 (2) have been insufficient to prevent the introduction of harmful organisms or have not been complied with. Article 4. This Decision is addressed to the Member States. Done at Brussels, 6 March 1995.",human,NO-MODEL,legal
6570,NO-PROMPT,"HAS ADOPTED THIS DECISION: Article 1. The amendment to the framework programme for the acceleration and guidance of collective irrigation works in the Mezzogiorno forwarded by the Italian Government pursuant to Regulation (EEC) No 1362/78 on 25 March 1983 is hereby approved. Article 2. This Decision is addressed to the Italian Republic. Done at Brussels, 29 July 1983.",human,NO-MODEL,legal
30929,NO-PROMPT,"When smoking an ecigarette, it is important that you learn how to take long and slow draws until the vapor fills your mouth. You should also avoid chain smoking an ecigarette. Only take about three to seven draws at a time and take a break. This will allow a few minutes for the ecigarette to cool and to give your throat a rest. Smoking too much of the ecigarette at a time or smoking the ecigarette for too long",human,NO-MODEL,wiki
17377,NO-PROMPT,Its a beautiful Saturday morning and Im feeling marvelous! Excited to go to the potluck later and spend time with,human,NO-MODEL,tweets
15244,NO-PROMPT,"@Mom3CuteBoys He is not excited, but having a lot of anxiety today. I dont know how to help him when he is like this",human,NO-MODEL,tweets
5933,NO-PROMPT,"Article 1. For tenders notified from 22 to 28 February 2002, pursuant to the invitation to tender issued in Regulation (EC) No 943/2001, the maximum refund on exportation of common wheat shall be EUR 0,00/t. Article 2. This Regulation shall enter into force on 1 March 2002. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 28 February 2002.",human,NO-MODEL,legal
27316,NO-PROMPT,"Liquid fertilizers will provide better results than granular fertilizers. Follow the directions on the fertilizer to know how much of the solution to apply to the soil at the base of the plant. Avoid fertilizing spider plants during the winter of if they are outgrowing their pots. Divide spider plants that are too large by pulling or cutting the root ball into several sections, each with some leaves, and repotting the sections with fresh potting medium. Alternatively, you can pluck off plant",human,NO-MODEL,wiki
3238,NO-PROMPT,"However, from the 1993 marketing year, the coefficient for reducing the basic price referred to in paragraph 2 shall be 7 %.. Article 2. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities. It shall apply with effect from the 1993 marketing year, with the exception of the first indent of point 1 of Article 1, which shall apply from the 1992 marketing year. This Regulation shall be binding in its entirety and directly applicable in",human,NO-MODEL,legal
16671,NO-PROMPT,@drusenko : Thanks for the tweet! Can you send me your email? Things havent been working right for a while and Im,human,NO-MODEL,tweets
3848,NO-PROMPT,"Article 1. The rates of the refunds applicable to the basic products listed in Annex I to Regulation (EC) No 1043/2005 and in Article 1(1) and (2) of Regulation (EC) No 1260/2001, and exported in the form of goods listed in Annex V to Regulation (EC) No 1260/2001, shall be fixed as set out in the Annex to this Regulation. Article 2. This Regulation shall enter into force on 20 January 2006. This Regulation shall be",human,NO-MODEL,legal
5922,NO-PROMPT,Article 1. Applications for import licences for rice originating in the leastdeveloped countries listed in Annex I to Council Regulation (EC) No,human,NO-MODEL,legal
5456,NO-PROMPT,"The contribution from the special budget heading referred to in Article 11 (2) of Regulation (EEC) No 2088/85 shall not exceed 40 426 000 ECU in respect of the expenditure to be incurred in the period from 1 January 1987 to 31 December 1992 on measures to be financed in the context of the Toscana IMP, estimated at 226 578 000 ECU. Article 3. Pursuant to Article 15 (2) of Regulation (EEC) No 2088/85, a",human,NO-MODEL,legal
30285,NO-PROMPT,"This number also enables you to receive government programs and benefits, including taxes. Find a Service Canada office or check out their website to apply for your SIN. If you’ve lived and/or worked in Canada before, you already have a SIN. This number will not change. Generally, only one SIN is issued and it’s assigned to you for life, much like a Social Security Number is in America. Canada offers both public and private healthcare options. Each Canadian province has its own health department, but there is also",human,NO-MODEL,wiki
14718,NO-PROMPT,"going to bed but gona relive more 90s first say youl be there by spice girls, come on now",human,NO-MODEL,tweets
16820,NO-PROMPT,Forced to be @ work early as the Boston Marathon runners caused my street to close so thoughtless of them.,human,NO-MODEL,tweets
3417,NO-PROMPT,"Article 1. The import duties in the rice sector referred to in Article 11(1) and (2) of Regulation (EC) No 3072/95 shall be those fixed in Annex I to this Regulation on the basis of the information given in Annex II. Article 2. This Regulation shall enter into force on 1 June 2001. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 31 May 2001.",human,NO-MODEL,legal
5835,NO-PROMPT,"Member States shall bring into force the laws, regulations and administrative provisions needed in order to comply with this Directive within 18 months of its notification and shall forthwith inform the Commission thereof. 2. Member States shall communicate to the Commission the text of the main provisions of national law which they adopt in the field covered by this Directive. Article 5. This Directive is addressed to the Member States. Done at Brussels, 5 December 1978.",human,NO-MODEL,legal
6269,NO-PROMPT,"Article 3. The authorization granted in Article 1 shall apply in the period between 1 November and 31 March each year and shall expire on 31 March 1991. It shall be revoked earlier, if it is established that the conditions laid down under Article 1 (2) are not sufficient to prevent the introduction of harmful organisms, or have not been complied with. Article 4. This Decision is addressed to the Kingdom of Belgium, the Kingdom of Denmark, the Federal Republic of Germany, the Hellenic Republic",human,NO-MODEL,legal
30445,NO-PROMPT,"However, they can sometimes obscure the grain of the wood if you pick a very dark shade. The main difference between the different types of stains is their texture. If youre not sure which one you prefer, ask an associate at your local home store for a small sample of each, then test them on your piece in an inconspicuous area",human,NO-MODEL,wiki
17464,NO-PROMPT,"Hey Hannah here, training so far has consisted of two gym sessions (need to buy a bike) of 20km in 51 minutes",human,NO-MODEL,tweets
18105,NO-PROMPT,@ickieepoo Hey Names Charlene. I see yoiu live in NY and like ashley. i love getting to know new people. comment,human,NO-MODEL,tweets
6367,NO-PROMPT,"Article 11. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities. It shall apply to the export licences referred to in Article 1 as from 19 June 1995. The provisions of Articles 4, 9 and 10, however, shall apply from 1 July 1995. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 16 June 1995.",human,NO-MODEL,legal
14475,NO-PROMPT,"Ive been up since 5AM went for a run, watched the sun come up, had a wicked breakfast, now at the",human,NO-MODEL,tweets
27663,NO-PROMPT,You should be equipped with an arsenal of knowledge so you can respond to any questions your parents ask you about guinea pigs. A few facts about guinea pigs to get you started are: Guinea pigs live about five to six years and are very social creatures. A cage for a guinea pig should be at least two feet wide by four feet long for each guinea pig. Guinea pigs need a diet rich in Vitamin C. They can only store Vitamin C for a short period of time because they,human,NO-MODEL,wiki
25621,NO-PROMPT,"If the tap water is not the right temperature, you can leave it out for a few hours at room temperature. Always add a water conditioner (with Stress Zyme if you need some slime coat protection) to get rid of the chloramines/chlorine. Not doing so will result in damage to fish gills and a slow death! If you are using straight tap water, you will need to put some neutralizer in it and let it set for a minute. Test it again",human,NO-MODEL,wiki
6660,NO-PROMPT,The addresses of the storage premises attached to each intervention centre and the detailed information on those premises and on the intervention centres shall be notified to users by means of a Commission Communication in the Official Journal of the European Union (C Series). This information shall be amended and updated in accordance with Article 23(3) of Regulation (EC) No 670/2009. Article 2. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Union. This Regulation shall be binding,human,NO-MODEL,legal
4617,NO-PROMPT,"Fishing for northern deepwater prawns in the waters of ICES divisions V and XIV (Greenland waters) by vessels flying the flag of France or registered in France is prohibited, as well as the retention on board, the transhipment and the landing of such stock captured by the abovementioned vessels after the date of application of this Regulation. Article 2. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities. It shall apply",human,NO-MODEL,legal
29817,NO-PROMPT,"Instead of saying to yourself, Well, that article didn’t turn out the way I wanted it to, you should say, The article wasn’t perfect, but I did my best and I’m proud of that. Others will surely appreciate my hard work. Stay aware of your own negative thoughts. When you think, I’m so dumb, stop yourself and envision that thought as a red balloon. Picture the words written on the side of the balloon. Imagine yourself letting the balloon go",human,NO-MODEL,wiki
27352,NO-PROMPT,"Go on dates and do things that you both like to do. Just having fun together will help your girlfriend realize how happy she is with you. Show her that you see her in your future. Planning for the future is an indicator of your commitment and is also a healthy ingredient for a budding relationship. Start making we statements (e.g. We should get furniture for your new dorm room. We should go see that movie youve been wanting to see next weekend, etc.).",human,NO-MODEL,wiki
18467,NO-PROMPT,good start to the day bit of dashboard confessional and the shower was abnormally hot,human,NO-MODEL,tweets
4304,NO-PROMPT,"Article 1. The quantity available for the period 1 January to 31 March 2004 pursuant to Regulation (EC) No 2305/95 is set out in the Annex hereto. Article 2. This Regulation shall enter into force on 1 October 2003. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 29 September 2003.",human,NO-MODEL,legal
3652,NO-PROMPT,"As from 22 July 1989, the levying of customs duties suspended pursuant to Regulation (EEC) No 4257/88, shall be reestablished on imports into the Community of the following products originating in Mexico. 1.2.3 // // // // Order No // CN code // Description // // // // 10.0250 // 2922 41 00 // Lysine and its esters; salts thereof // // //. Article 2. This Regulation shall enter into force on the third day following",human,NO-MODEL,legal
